,ID,Headline,Short_Description,Category,Date,Popularity_Score,Similarity_Scores_Comma_separated,nearest_neighbours
29,1418,Panda Webcams At China Conservation And Research Center (VIDEOS),"The pandas, females Yaoman, Shinbing and Yaoxin and male Lulin, are housed in two separate areas at the Ya'an Panda Base",ENVIRONMENT,20120212,0.356340095,"3.475639321134751,3.7054275996900694","8566,3955"
30,1425,"Even When the Subject Is Gun Control, Our Government Wins When Justice Is Done","I'm an advocate of gun control, and a knee-jerk opponent of the National Rifle Association (NRA). It's extraordinary that I find myself concurring with the NRA about 2 tourists recently arrested in NYC.",CRIME,20120212,0.402831278,"3.7956070983293095,3.99171893466281","4612,8535"
31,1435,"Komen Vs. Planned Parenthood Fallout Will Make Cancer Group Work Harder, Experts Say",The controversy surrounding the decision by Susan G. Komen for the Cure to withdraw grants to the Planned Parenthood Federation,IMPACT,20120212,0.322294334,"3.394886771933394,3.6450814488317693","9204,9884"
32,1436,The Strongest Generation,"Starting this morning in San Diego, 26-year-old Janessa is beginning the Cycle For Security bicycle tour. In the next few",IMPACT,20120212,0.363995234,"3.4679217587658338,3.582087959544028","3303,1434"
33,1445,Five Ways You Can Help Your Child Have a Healthy Heart for Life,"February is American Heart Month, which is a really good time to think not just about Valentine's Day, but your child's heart. So here's my advice: think small and manageable.",PARENTING,20120213,0.408692716,"3.041118962965009,3.2919326991034312","3149,7766"
34,1485,Disaster Prevention,When you go out of town you want to be assured your home is safe and that you won't return to any major disasters. Learn,HOME & LIVING,20120213,0.378850973,"3.740377052643516,4.039911710094752","1493,586"
35,1487,"Overeating Raises Risk Of Mild Cognitive Impairment, Study Shows","The recommended daily intake of calories differs by age group, sex and physical activity level, according to WebMD. For example",WELLNESS,20120213,0.354395267,"3.180503859711313,3.2216469897563784","9020,6990"
36,1492,A Valentine's Tribute To The Chefs We Love,Chefs We Love is a Valentine's Day tribute to those who have done great work in the culinary world -- to those who inspire,FOOD & DRINK,20120213,0.349309025,"2.612721005918842,2.6258753842266156","893,948"
37,1496,Love Ever After,For three years I have been photographing and interviewing couples who have been married for over 50 years. I photograph these couples as a way to preserve their stories and to illuminate our universal experience of love.,WEDDINGS,20120213,0.418547867,"3.160989730573248,3.20717214448998","2197,2836"
38,15,Thomas Edison Voted Most Iconic Inventor In U.S. History,That doesn't mean Jobs lacks for fans in the wake of his death last year. The man who relentlessly drove Apple to create,SCIENCE,20120128,0.374527408,"3.5761986962401604,3.596074840814213","1948,6619"
39,1500,Window Insulation Film,"Want to protect your home from harmful ultraviolet rays, reduce glare and improve the overall energy efficiency of your home",HOME & LIVING,20120213,0.334794894,"3.6310898854754967,3.6609688840825196","3862,4365"
40,1512,Girls Run the World,"Strong, powerful, successful...those are the images that came to mind today as DKNY, Diane von Furstenberg, Victoria Beckham and Derek Lam filled their runways with clothing meant for sophisticated women who take work and play very seriously.",STYLE & BEAUTY,20120213,0.491481609,"2.9280063147896027,2.9848219986633273","3076,9521"
41,1528,June Ambrose's Two Beauty Looks: Which Do You Like Best? (POLL),"Location: 7th Annual Housing Works Design on a Dime charity shopping event in New York City on May 5th, 2011 Look Two: Side",STYLE & BEAUTY,20120213,0.384721709,"2.744425298061164,3.254173307847685","2939,1248"
42,1539,Install a Drip Watering System,"Drip irrigation is a more efficient way to bring water to your plants. Here, Eric shows you how to install a simple battery",HOME & LIVING,20120213,0.353007615,"3.6350367249437388,3.6429280795601473","3219,566"
43,154,Self-Acceptance: Are You an 'Alchemist' or a 'Leopard'?,"As a student of human nature, one of my favorite exercises is to try to divide people into two camps.",WELLNESS,20120130,0.33921928,"2.8717439350708966,3.0469030289803016","1927,9837"
44,155,5 Ways To Use Leftover Bread,"There's a reason they call it the daily bread -- it's never the same after 24 hours. Fortunately, thrifty cooks are always coming up with ways to make use of whatever's left over.",FOOD & DRINK,20120130,0.43770801,"2.834501096809655,2.9616931298927502","7735,6214"
45,1572,Top 10 Neglected Areas of a Working Mom's Life,"There are some working moms I look at and believe they have it all together, but I simply don't. No matter how many times I race through the house picking up toys seconds before the doorbell rings, I do not have it together.",PARENTING,20120214,0.480039264,"2.859695770286004,3.191426627976422","8741,6918"
46,1601,"'The Bachelor' Season 16, Ep. 7 Style Recap: Bikinis Galore (PHOTOS)","When Ben swings by to pick Lindzi up, he's wearing another tanktop! Emily compares him to a yummy slice of cheesecake being",STYLE & BEAUTY,20120214,0.359348352,"1.7117269198003497,2.027466712585609","326,4204"
47,1624,HuffPost Meditation Center: What Is Meditation?,"With today's introductory meditations from Donna D'Cruz, “conscious” entertainer, designer, performing artist and meditation",WELLNESS,20120214,0.3070133,"2.2864209428448277,3.0370406797752203","1625,9928"
48,1669,"ADHD: The Medication Helps Daddy, Too","We finally decided to try the pharmaceuticals available, only to be met with warnings from countless well-meaning people, none of whom actually had children with ADHD. I began to feel as if, in some small way, they were judging our parenting skills and finding fault.",PARENTING,20120215,0.530096699,"3.306816696895055,3.362815804365674","9474,9318"
49,1686,How to Be More Authentic,"To live an authentic life, we must release all that interferes with our truth. This video will help you recognize the ways you disconnect from your truth so that you can begin to shift the pattern.",WELLNESS,20120215,0.438732686,"2.9664879434405496,2.9784601638090793","6500,865"
50,169,We Met On A Plane: New Website Reconnects Flyers Who Forget To Exchange Numbers,"""If no relevant results pop up, you can also click """"Share Your Story"""" and explain how you met. There's also the option to""",TRAVEL,20120130,0.37036051,"3.4199204600020217,3.544679313895939","9420,6336"
51,1695,Divorce Rates For Teen Marriages Revealed,"Even though we were all holding out hope that Leah and Corey would make it and beat the statistics, the divorce process got",DIVORCE,20120215,0.37316808,"3.1418619984060365,3.2475718139336465","6659,8427"
52,1706,Working Pregnant Women Face Rampant Discrimination,"Witnesses and panel members said the commission needed to provide clearer guidelines for workers and employers, work more",PARENTING,20120215,0.332557451,"3.512117050758577,3.5725457529516382","1463,9655"
53,1746,"New York Fashion Week Fall 2012: DJ Kiss Loves Lanvin's Alber Elbaz, Prince's 'When Doves Cry'",FASHION RELATED LINKS YOU MAY LOVE: Why Everyone Is Obsessed With Rachel Zoe's Collection - The Cut Would You Wear Alexander,STYLE & BEAUTY,20120216,0.3599118,"0.7483659916422569,1.3190971972226069","1736,1810"
54,1765,The Bright Side of Home Foreclosure for Single Dads,"My sense, from many conversations, is that single dads pick up a lot more free time by moving to a rental than single moms.",PARENTING,20120216,0.364037268,"2.8331244614683646,3.1896065682722887","9942,9603"
55,1773,Finding True Love On Valentine's Day,"The joy in their eyes is the greatest gift this mom could ever get -- worth more than a thousand boxes of chocolate, more than a field of roses, more than the biggest diamond and the fanciest car.",PARENTING,20120216,0.420368751,"2.643825041373767,2.8376400694237542","1840,9404"
56,1791,"Miracle Zero Carb Cranberry Juice: American Heart Month, Day 16","Antioxidant-rich cranberry juice may boost heart health by decreasing arterial stiffness, according to a recent Tufts and Boston University study.",WELLNESS,20120216,0.361657666,"3.002276384076751,3.0124094611318","4266,6346"
57,1793,Naomie Harris' Two Beauty Looks: Which Do You Like Best? (POLL),"Location: ELLE Style Awards in London, England on February 13th, 2012 Look One: The 35-year-old English actress and new Bond",STYLE & BEAUTY,20120216,0.38152404,"3.2236712563613303,3.225900498368259","4100,4165"
58,1808,Taylor Swift In A Heart Print Dress: Look Of The Day (PHOTOS),"For more look of the day photos, click through the slideshow below. Fame WHO: Singer, Taylor Swift WHAT: The 2012 Grammy",STYLE & BEAUTY,20120216,0.361500223,"1.7067170957631599,1.9358132241593113","2106,2566"
59,1870,How to Create Harmony Out of Uncertainty,"As we develop greater strength of character, we're able to face the unknown and to create new possibilities for ourselves. We begin to learn to detach and to recognize the cycles and the patterns that are always evolving within us and around us.",WELLNESS,20120217,0.46690487,"2.8157204195670396,2.976901877449129","4561,20"
60,1880,The Color Palettes That Will Make Your Home Look Outdated,"Although these outdated color and decor choices are not complete deal breakers in a home, a pink bathroom or a burnt umber",HOME & LIVING,20120217,0.349808243,"3.1076011417683036,3.1348587997332436","30,6670"
61,1897,Soul Train Cruise To Set Sail In 2013,"Check out some other celebrity cruise options below. Twelve acts are already on the roster, which includes big names like",TRAVEL,20120217,0.366019272,"3.0862962987729943,3.271700771186504","6057,3224"
62,1903,How One-Minute Intervals Can Improve Health,"While many of us wonder just how much exercise we really need in order to gain health and fitness, a group of scientists",WELLNESS,20120217,0.378794206,"2.6989312067960385,2.774573405825742","4148,5049"
63,1936,"Presidents' Day Sales 2012: Home Decor and Furniture Sales at Macy's, Kohl's, Walmart, Target","Though we honor our nation's greatest leaders, President's Day tends to mean two things to most people: A day off of work",HOME & LIVING,20120217,0.36268961,"2.9274561685875167,3.104147759064386","648,3434"
64,1953,Fighting Uganda's Anti-Homosexuality Laws... with a Pen,"She wasn't arrested. Still, Ugandan writer Judy Adong knew the risks when she organized a recent reading of her play, Just You, Me, and the Silence, about her country's anti-homosexuality laws.",QUEER VOICES,20120218,0.429696992,"3.0407038580319856,3.140782662114328","4569,9795"
65,1956,First-Class Travel: What's Inside Airline Amenity Kits (PHOTOS),One of the best parts about flying in the front of the plane is that the airlines dole out amenity kits packed with all those little things that make long-haul flights more comfortable,TRAVEL,20120218,0.43569219,"2.910671794886358,2.9679953636801355","6813,425"
66,1957,Three Hidden Ways Wheat Makes You Fat,"My personal hope is that together we can create a national conversation about a real, practical solution for the prevention, treatment, and reversal of our obesity, diabetes and chronic disease epidemic.  Getting off wheat may just be an important step.",WELLNESS,20120218,0.4950377,"3.0530392848976704,3.126014117730335","8915,4148"
67,1958,Vera Wang Shares Her Top Wedding Planning Tips And Launches A Wedding App,"Vera Wang, the iconic wedding gown designer, recently launched a wedding planning and design app to help brides with more than just the search for their dream dress.",WEDDINGS,20120218,0.403568835,"3.2512130023080466,3.441065843632922","9360,7653"
68,1987,The Week In Art: From Doghouses To Ice Cities,William Utermohlen was diagnosed with Alzheimer's disease and his mind slowly started unravelling. To better understand himself,CULTURE & ARTS,20120218,0.327377527,"2.3984296916845955,2.6355756728693223","4572,5877"
69,2012,Kids And Strangers: When Do You Know If A Stranger Is A Pedophile?,We know one another and watch out for each other's kids. No one in the neighborhood had any reason to worry about their kids until the stranger appeared.,PARENTING,20120219,0.403364,"2.9091694659143634,3.1996327980513186","9395,8251"
70,2016,The Psychometer: Last Week In Crazy,"Our Psychometer engineers looked high and low to find us the week's most confounding, WTF-inducing figures in the news and",COMEDY,20120219,0.346699738,"2.4533305872137343,2.6875850793680036","6568,1423"
71,2020,'Colbert Report' Resumes Production: Next Show Airing Monday Feb. 20,"""While """"The Daily Show"""" has previously cancelled shows at the last minute -- once for the birth of Jon Stewart's second child""",COMEDY,20120219,0.360539616,"3.5900708303417534,3.718024143850834","5256,6494"
72,2034,"Balance Yourself, Not Work and Life",Learning to live mindfully and to focus on hope and compassion will help you to ward off stress and balance yourself.,WELLNESS,20120219,0.345433308,"2.9691052425673155,3.110051231472648","1673,2496"
73,205,"Archaeo-Tourists Mob Ancient Aztec, Mayan Ruins","They're checking out Chichen Itza, packing Palenque and tooling around Tulum: A whopping 10.6 million tourists explored Mexico's 183 publicly open archaeological sites last year, according to the country's National Institute of Anthropology and History.",TRAVEL,20120130,0.46782666,"3.1087637871550053,3.240759599866913","4853,894"
74,2069,Teddy: The President and the Bear,"This President's Day weekend, I would like to remember President 'Teddy' Roosevelt, and pay homage to his many legacies -- the teddy bear being one of them.",IMPACT,20120219,0.343254408,"3.3016971518402594,3.3518678357504763","9801,1349"
75,2079,"Vanessa Redgrave's Classic Beauty At The Cannes Film Festival, 1967","""""""A Look Back"""" is a daily column that highlights a moment from fashion's fabulous past. Today's pick is of British actress""",STYLE & BEAUTY,20120220,0.34478411,"1.2624154746079592,1.3471773071586508","8445,8789"
76,2088,George Huguely Murder Trial Timeline: Former College Lacrosse Player On Trial In Death Of Yeardley Love,"The court documents also showed that Huguely took Love's laptop from her room the night she died. Feb. 3, 2012 Judge Edward",CRIME,20120220,0.368042006,"3.043276030341678,3.496661343965992","2021,2026"
77,2110,Women Represent At Mardi Gras (PHOTOS),"New Orleans' newest female krewe, the Krewe of Nyx, made history this year as the first krewe born since Hurricane Katrina devastated the city in 2005.",TRAVEL,20120220,0.305495053,"2.9946031458416082,3.073574919749322","547,2186"
78,2115,12 Sensational Winter Salads,"Summer's not the only season to enjoy beautiful fresh salads. There's plenty of cold-weather produce, and fruits and vegetables available year round, to make sensational salads in the dead of winter",FOOD & DRINK,20120220,0.410218331,"2.7265066149973123,2.8293882292002497","4272,8885"
79,2129,Women on the Verge,Joy Carlin has directed the Bay area premiere of Body Awareness with a keen sensitivity to the kinds of remarks that can quickly escalate a misunderstanding to the point where two people might seem close to ending a relationship.,CULTURE & ARTS,20120220,0.462943441,"3.359842666580512,3.4194499405796126","4570,7817"
80,2136,ABC iPad Factory Tour: 'Nightline' Teases Glimpse Into Foxconn Facility (VIDEO),Stressful and potentially dangerous working conditions inside Foxconn plants were detailed last month in a two-part expose,TECH,20120220,0.339360421,"3.357372235916184,3.608592660627302","9774,106"
81,2138,Jazz FM Radio Station Apologizes After Airing Gay Porn Soundtrack,A U.K.-based radio station's programmers are understandably red-faced after they inadvertently aired five minutes of a gay,QUEER VOICES,20120220,0.326940031,"3.3087273551061607,3.489769590079674","4569,9795"
82,2144,"Destinie Mogg-Barkalow, Bridgewater State University Student, Allegedly Attacked For Gay Marriage Editorial","As the Patriot Ledger is reporting, Destinie Mogg-Barkalow was allegedly approached by a man and a woman who appeared to",QUEER VOICES,20120220,0.331500336,"3.3405967161487933,3.452625586750596","690,5897"
83,2162,The Disingenuous Economics of Ron Paul,"Ron Paul, even among his detractors, enjoys a reputation as a man of clear principle. But the more I study his positions on free trade, the more the one word that comes to mind is... disingenuous.",BUSINESS,20120220,0.435339443,"3.3832113539042794,3.5111859233639278","3958,7801"
84,2199,"Arianne Phillips Discusses Styling Madonna, Wants Galliano Back At Dior (PHOTOS)","My dream project would be a great script with great characters, great directors, great actors with character transformation",STYLE & BEAUTY,20120221,0.276676997,"3.0272632355021205,3.1363736251719248","7069,5758"
85,2200,How To Find The Best Doctors,"""""""Finding a doctor before you get sick is especially important now that more insurance plans are requiring that PCPs serve""",WELLNESS,20120221,0.346119181,"2.82268648830588,2.8315196432349587","2741,3085"
86,2249,"Lana Del Rey Performs For Mulberry, Lindsay Lohan To Host SNL And More Style News: Six Clicks","""Lindsay Lohan has been asked to host """"Saturday Night Live."""" Why? We really aren't too sure. (Lucky) Lana Del Rey may have""",STYLE & BEAUTY,20120221,0.384523202,"3.065016978538373,3.4128476067849487","1443,463"
87,2275,'Just A Little Heart Attack': PSA Sheds Light On The Number One Killer Of Women,"Heart disease kills more American women than all forms of cancer combined, according to the American Heart Association. To",WELLNESS,20120222,0.31617044,"3.2000331902153873,3.211780840214615","2482,9717"
88,2294,Off Track Planet's Top 10 Coolest Music Venues Around the World (PHOTOS),"If you like your tunes live and loud, these spots turn the decibels way up.",TRAVEL,20120222,0.301455402,"2.7988400213157396,2.864696591991439","4283,6964"
89,232,6 Healthy Carbs To Keep In Your Diet,"""I've never been a fan of low-carb diets: Our bodies and our brains need carbohydrates to work effectively. Of course, not all carbohydrates are created equal. Here are six """"great"""" carbs to keep in your diet.""",WELLNESS,20120131,0.432352361,"2.7362390843742537,2.8276756312274838","643,8941"
90,234,Heidi Klum and Seal: What Blew Up Their Marriage?,"After almost seven years of marriage, Heidi Klum and Seal have decided to part. Many people were surprised by their announcement since they made such a point of telling the public how truly happy they were.",DIVORCE,20120131,0.46406688,"2.754233716986936,3.0954782558217167","934,5104"
91,2341,"QUIZ: Is It A Cold, The Flu Or Allergies?","Sickness levels are continuing to rise. California has reported the most widespread flu activity so far, with other Western",WELLNESS,20120222,0.353175388,"3.063879195199263,3.0670429432828303","3070,8319"
92,2354,Dakota Fanning: Style Evolution (PHOTOS),"Although she is only a teenager, Dakota Fanning has transformed into an a-list style star. We have proof that the current",STYLE & BEAUTY,20120222,0.359086504,"2.8512812230666285,3.191586821602904","6450,3839"
93,2363,Zombie Apocalypse! An IPhone App Keeps You Running For Your Life,"It’s a zombie apocalypse and only you can save the world from ruin. Sounds like the plot of a hot new video game, right? It’s",WELLNESS,20120223,0.369607206,"3.439016546155332,3.525235473770093","4680,9361"
94,2392,Beach Resorts For Babies...,"Whether it's baby or parent who needs a dose of natural Vitamin D, these resorts will make sure every member of your family enjoys a well-deserved beach vacation.",TRAVEL,20120223,0.416464384,"2.706342878855075,2.985337621194155","8154,8706"
95,2393,High Cholesterol in Skinny Kids?,"Adults aren't the only ones who deal with high cholesterol.  This weekend I met Jason Myers. He is 14 years old and ever since he can remember, he was told he had high cholesterol.",PARENTING,20120223,0.396780314,"2.8934764696853197,2.9223087475346556","1507,720"
96,2402,"Your Sleep Problem, Solved","If you're not getting enough shut eye, why not head to your kitchen cabinet rather than your medicine cabinet? You'll be surprised how just a few tweaks to your diet can help you get your Zs.",WELLNESS,20120223,0.424062571,"3.1460834118683687,3.2843088566773706","4624,5924"
97,2415,"Heidi Klum, Seal Divorce: Seal Says People Are Owed An 'Explanation' For Split","""And while appearances on """"The Ellen DeGeneres Show"""" and """"Piers Morgan Tonight"""" served as forums to offer an explanation -- Seal""",DIVORCE,20120223,0.34900974,"2.959781646308754,3.266985461095963","7377,454"
98,2431,Oscars Recipe: 'Extremely Loud And Incredibly Close' Vegan Black And White Cookies,"When life is very hard, sometimes the best answer is cake. This New York deli treat might have come in handy for nine year old Oskar Schell.",FOOD & DRINK,20120223,0.405225616,"2.996835693036308,3.061876945013822","2306,2677"
99,2436,Beautiful Hotels In Academy Award-Nominated Films,"""With the Academy Awards just a few days away, we got to thinking: We should really petition for a """"Best Hotel Featured in""",TRAVEL,20120223,0.364121669,"2.547744459139824,3.025136348359881","2441,5551"
100,2464,Careful What You Think: Minding One's Health,"My sense is that slowly but surely, more people are understanding the principle of taking more responsibility for their health, even though they may not put it into practice as much as they would like.",WELLNESS,20120224,0.460315179,"2.823803286685931,2.9473309495726325","202,8392"
101,2477,What Are Your Unusual Home Habits? (PHOTOS),One look at the countless home blogs out there and you'll quickly see that there are no hard and fast rules to live by when,HOME & LIVING,20120224,0.398874975,"2.948844860680434,2.9840032944512966","366,604"
102,2495,Superman Goes Porn,This morning I'm making a French toast breakfast when I peer up towards the television and see a vision that nearly knocks me off my feet.,PARENTING,20120224,0.379085479,"3.315391766048978,3.4387010168095773","976,3546"
103,2530,iHeal: Researchers Develop App To Help Beat Addiction,"By Cassie Rodenberg (Click here for the original article) Goodbye AA, hello smartphone? University of Massachusetts and MIT",WELLNESS,20120224,0.333900808,"2.892693869420775,3.015980057221315","3690,5522"
104,2531,Zooming Is Death... For Travel Videos,"Whether you're on a ski trip, a cruise, at the beach or filming your kid's baseball game, there is one prominent button on your video camera that you're going to want to press -- and should avoid at all costs.",TRAVEL,20120224,0.473900213,"2.996188127160856,3.0249654992495945","6127,6213"
105,2545,Miranda Kerr 'Haute Muse' Cover: Model Is Virtually Unrecognizable (PHOTO),"For the latest issue, the mag again took a heavy hand to a famous face, so much so that we didn't recognize her at first",STYLE & BEAUTY,20120224,0.375106816,"1.8037415611763095,3.0137792254779012","2486,5719"
106,2550,Is Your Child a Limit Tester?  Three Essential Steps for Closing Your Loopholes,"When a parent can keep the child focused on the self-destructive pattern of manipulating reality to suit personal desires, rather than getting distracted by the infuriating behavior and persistent rationalizations, both parent and child benefit.",PARENTING,20120224,0.439475922,"2.622669399432255,3.3189945361085043","9923,6322"
107,2605,"Kevin McGuire, Teen Cancer Patient, To Be Taylor Swift's Date To Academy Of Country Music Awards",The Academy of Country Music Awards will be held April 1 in Las Vegas. ** Taylor got back to us!!!! She is unable to attend,IMPACT,20120225,0.380265236,"3.4005837139681248,3.5264528841829836","1434,8485"
108,2628,Warren Buffett's Successor? Here Are Four Potential Choices,Feb 25 (Reporting By Ben Berkowitz; Editing by Eric Beech) - Legendary investor Warren Buffett said on Saturday that Berkshire,BUSINESS,20120225,0.352505885,"3.1179667477500193,3.2298469371939706","2157,7887"
109,2644,New York Fracking Ban In Towns Upheld By Second Judge,Fracking is a process in which chemical-laced water and sand are blasted deep below ground to release oil and natural gas,ENVIRONMENT,20120225,0.365030483,"3.2013131897648033,3.2692952645500863","4016,5887"
